#,Team,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE,POSS,Year
20,Seattle SuperSonics,22,10,12,1071,109.1,113.4,-4.3,58.1,1.47,16.1,35.6,65.9,49.7,15.3,49.3,54.3,91.25,46.3,"2,041",2005
23,Boston Celtics,23,9,14,1114,101.8,105.5,-3.7,59,1.23,16.4,29.6,67.3,48.8,18.1,49,53.8,93.24,47.5,"2,164",2005
23,Orlando Magic,21,9,12,1018,98.7,103.3,-4.6,52.7,1.05,14.2,33.1,71.4,52.1,18.3,46.4,51.2,87.8,46.5,"1,866",2005
23,Washington Wizards,22,9,13,1076,104,103.8,0.2,53,1.38,14.6,31.8,65.3,48.3,14.3,46.6,51.7,93.46,49.4,"2,095",2005
26,Portland Trail Blazers,23,7,16,1109,98,108.4,-10.4,51.2,1.09,14.1,32,64.6,48.4,17.6,46.6,50.3,87.97,42.8,"2,032",2005
27,Atlanta Hawks,23,6,17,1109,101.2,108.1,-6.8,50.1,1.05,13.9,34.1,65.2,49.2,18,47.1,51.9,92,44.8,"2,128",2005
27,Charlotte Bobcats,24,6,18,1167,99.4,102.8,-3.4,57.3,1.33,15.1,33.3,66.5,48.8,15.7,44.3,49.4,94.95,46.9,"2,309",2005
27,New York Knicks,23,6,17,1114,99.8,104.6,-4.8,51.3,0.99,13.8,36,70.1,52.6,19.2,46,50.9,92.29,45.7,"2,140",2005
30,Toronto Raptors,24,4,20,1162,101.5,110.5,-9,56,1.39,15.5,28.2,69.1,47.7,15.1,47,52.1,93.29,42.7,"2,259",2005
1,San Antonio Spurs,24,18,6,1162,108.8,98.1,10.7,61,1.6,18.1,27.4,72.4,50.6,15.5,52.5,56.3,91.29,57.2,"2,211",2006
2,Utah Jazz,22,17,5,1061,109.7,105,4.7,64.2,1.55,18.6,36.7,73.3,55.3,17.2,51.2,55.8,93.38,54.5,"2,064",2006
3,Dallas Mavericks,22,15,7,1056,106.9,103.5,3.4,53.6,1.26,15.3,32.1,70.9,51.8,16.4,50,55.3,91.48,53.3,"2,018",2006
3,Los Angeles Lakers,22,15,7,1056,107.6,104,3.6,62.2,1.32,17.7,31.4,69.4,50.6,18.5,52.5,56.7,94.75,52.6,"2,084",2006
3,Orlando Magic,25,15,10,1200,102.1,101.9,0.2,50.2,1.01,14.4,32.4,70,51.6,19,49.7,53.9,91.32,49.5,"2,283",2006
3,Phoenix Suns,21,15,6,1028,111.8,105.1,6.7,64.3,1.67,19.3,25,68.8,48.3,15.9,55.1,59.4,97.54,55.7,"2,088",2006
7,Houston Rockets,22,14,8,1056,101.9,96.7,5.1,60.7,1.24,16.3,30.1,73.7,52.4,17.9,49.6,54,92.59,54.6,"2,044",2006
8,Cleveland Cavaliers,21,13,8,1013,104.9,102.1,2.8,58.9,1.42,16.5,32.5,73.4,52.8,16.1,48.9,52.9,90.57,52,"1,915",2006
8,Detroit Pistons,21,13,8,1008,107.7,106,1.7,58,1.69,16.6,29.4,67.9,48.9,13.5,49.2,54.1,89.14,51.3,"1,872",2006
10,Chicago Bulls,22,12,10,1056,104.7,100.1,4.6,60.1,1.43,17.1,31,73.9,51.7,16.5,50.1,53.9,94.8,52.1,"2,087",2006
10,Denver Nuggets,20,12,8,960,107.3,104.9,2.5,63.3,1.44,17.8,35.4,66.3,50.7,17.5,49.8,54.5,100.05,52.8,"2,002",2006
10,Golden State Warriors,23,12,11,1104,108.4,108,0.4,61.9,1.6,18.4,28.2,63.3,46.2,15.8,52.8,56,98.09,50.5,"2,257",2006
10,Indiana Pacers,24,12,12,1152,100.9,103.9,-3,62.3,1.26,16.7,31.1,67.9,49.2,18.2,48,52.6,94.38,48.6,"2,264",2006
14,Los Angeles Clippers,21,10,11,1013,101.8,104,-2.1,55.1,1.29,15.3,30.8,71.6,51.3,16.2,46.8,52.2,93.3,49.2,"1,966",2006
14,Minnesota Timberwolves,20,10,10,960,100.7,100.8,-0.2,59.4,1.25,16.9,29.5,68.3,49.8,18.3,49,53.8,91.78,52.3,"1,837",2006
14,New Orleans/Oklahoma City Hornets,21,10,11,1008,99.5,102.5,-3.1,49,1.1,13.7,32.4,70.2,50.5,17,46.2,50,91.64,46.2,"1,922",2006
14,Portland Trail Blazers,24,10,14,1157,103.8,109.1,-5.3,51.8,1.1,14.5,32.2,69.8,50.9,17.6,48.3,53.8,88.74,45.3,"2,138",2006
14,Seattle SuperSonics,23,10,13,1109,106.1,106,0.1,53.9,1.25,15.6,32.7,67.1,49.4,17.2,49.4,54.2,93.58,48.5,"2,161",2006
14,Washington Wizards,21,10,11,1013,108.3,107.7,0.6,52.7,1.39,15.1,30.4,66.9,48.2,14.7,49,54.2,94.41,49.2,"1,990",2006
20,Miami Heat,21,9,12,1018,99.5,105.2,-5.7,55.8,1.24,15.3,28.2,70.6,49.6,16.5,47,51.7,92.46,47.4,"1,963",2006
20,Milwaukee Bucks,22,9,13,1061,107,110.2,-3.2,57.8,1.46,17,30.1,65.5,47.3,16.1,50.3,54.5,93.24,46,"2,057",2006
20,New Jersey Nets,21,9,12,1023,104.4,104.7,-0.3,64.3,1.45,17.8,29.1,72.2,51.5,16.8,50.4,55.2,93.94,50.7,"2,002",2006
20,New York Knicks,24,9,15,1167,104.2,106,-1.8,52.5,1.14,14.8,32.3,71.6,52,17.5,49,53.7,93.55,48.5,"2,273",2006
20,Sacramento Kings,20,9,11,965,103.6,104.1,-0.4,55,1.22,15.1,30.1,71,50,16.6,47.5,53.5,95.35,49.5,"1,919",2006
25,Atlanta Hawks,21,8,13,1023,101.5,104.9,-3.4,50.5,1.03,13.8,32.6,66.9,49.4,17.9,47.4,52.4,92.36,46.4,"1,969",2006
25,Boston Celtics,21,8,13,1013,104.9,104.7,0.2,58.4,1.29,16.2,27.8,72.2,50.3,16.9,49.6,54.9,94.6,48.9,"1,996",2006
25,Toronto Raptors,22,8,14,1056,101.5,104.5,-3,55.9,1.52,15.9,25.3,68.3,46.5,14,47.5,52.2,94.75,47.9,"2,081",2006
28,Charlotte Bobcats,22,6,16,1066,95.9,103.4,-7.5,60.6,1.28,16.1,28.2,67.4,47.7,17,45.6,50.3,94.36,45.6,"2,095",2006
29,Memphis Grizzlies,22,5,17,1071,100.8,104,-3.3,53.3,1.12,14.3,29.1,68.4,47.9,17,46.6,52.1,90.64,45.3,"2,019",2006
29,Philadelphia 76ers,21,5,16,1013,101.5,107.2,-5.7,55.3,1.24,15.3,30.2,66.5,47.9,16.6,47.1,52.5,93.18,46.4,"1,966",2006
1,Boston Celtics,21,19,2,1018,108.7,93.7,15.1,64.5,1.49,18.1,29,72,52,16.7,52.8,58,92.06,63,"1,955",2007
2,Orlando Magic,24,17,7,1162,105.5,100.4,5.1,58.9,1.36,16.4,25.4,71.8,49.8,16,51.8,55.9,96.81,53.4,"2,345",2007
2,Phoenix Suns,23,17,6,1104,109.8,104.7,5.1,65.5,1.99,20.1,23.5,67.9,46.9,14,54.3,57.6,100.13,55.3,"2,306",2007
2,San Antonio Spurs,22,17,5,1056,110.3,102.1,8.2,59.8,1.82,17.9,26.6,72.6,49.8,13.5,52.6,56.4,91.11,54.8,"2,003",2007
5,Detroit Pistons,23,16,7,1104,110.5,101.5,9,63.2,2,18.5,31.8,69.1,50.6,13.1,50.1,54.4,89.91,55.8,"2,067",2007
6,Dallas Mavericks,24,15,9,1157,110,106.5,3.5,56.3,1.62,16.4,28.7,70.1,50.2,13.8,50.2,56.1,92.02,53.4,"2,217",2007
7,Denver Nuggets,22,14,8,1056,104.4,99.6,4.9,61.8,1.43,17.2,27.6,68.4,48.6,16.2,49.7,54.6,102.45,54.2,"2,254",2007
7,New Orleans Hornets,23,14,9,1119,103,101.7,1.3,55.2,1.49,15.8,29.2,71.8,50.1,14.4,48.2,52.3,91.69,49.8,"2,142",2007
7,Toronto Raptors,24,14,10,1157,107.7,103.1,4.6,61.7,1.87,18.1,28.3,70.5,49.3,13.5,50.1,54.1,91.46,51.5,"2,202",2007
10,Golden State Warriors,23,13,10,1114,108.4,106.7,1.7,56,1.7,16.4,30.9,66.2,47.8,13.3,50,53.5,99.47,49.4,"2,313",2007
10,Los Angeles Lakers,22,13,9,1056,107.8,103.1,4.7,60.6,1.41,17.1,29.7,70.2,50.9,16.6,51.2,56.2,99.23,53.7,"2,180",2007
10,Utah Jazz,24,13,11,1152,109.5,104.5,5,64.8,1.61,18.8,35.6,70.5,53.1,16.7,51.1,55.7,96.17,54.3,"2,307",2007
13,Houston Rockets,23,12,11,1104,101.9,101.1,0.8,57.3,1.42,16.2,31.2,72.4,51.4,15.6,48,51.7,92.33,51.2,"2,127",2007
13,Washington Wizards,22,12,10,1066,108.1,106.1,2.1,53.1,1.43,15.5,32.4,71.9,51.8,14.9,49,53.8,93.5,51,"2,075",2007
15,Indiana Pacers,23,11,12,1109,103.4,104.3,-0.9,61.2,1.47,16.9,29.4,71.4,50,15.9,48.6,52.9,100.11,48.7,"2,308",2007
15,Portland Trail Blazers,23,11,12,1109,103.6,106.5,-2.8,59,1.38,16.9,28,66.2,48,16.6,50,54.2,91.04,48.9,"2,099",2007
17,Atlanta Hawks,22,10,12,1066,100.3,102.3,-1.9,57.7,1.29,15.4,32,67.4,49.6,16.4,45.8,51.4,91.16,49,"2,026",2007
17,Cleveland Cavaliers,23,10,13,1114,103.2,108.2,-5,52.9,1.21,14.9,31.4,71.2,50.5,16.7,48.6,52.5,92.98,44.9,"2,160",2007
17,New Jersey Nets,23,10,13,1114,98.1,104.2,-6.1,70,1.38,17.4,30,72.6,50.9,17.5,46.1,51.7,91.73,46.8,"2,128",2007
20,Los Angeles Clippers,22,9,13,1056,98.1,101.9,-3.8,62.6,1.31,16.1,26.4,70.9,49,16.5,45.9,51.8,96.32,48,"2,119",2007
20,Milwaukee Bucks,22,9,13,1061,103.3,108.6,-5.3,57.7,1.34,16.4,33.8,69.7,51.4,16.9,48.4,52.6,91.7,47.2,"2,027",2007
20,Philadelphia 76ers,23,9,14,1114,101.8,103.1,-1.4,58,1.29,16.3,34.6,67.9,51.2,17.5,48.1,51.9,90.81,49.3,"2,113",2007
20,Sacramento Kings,22,9,13,1066,104.7,107.7,-3,48.4,1.08,13.8,30.1,67.8,48.9,16.9,48.5,54.3,93.95,47.7,"2,086",2007
24,Charlotte Bobcats,21,8,13,1013,100.4,107.3,-6.9,57.4,1.22,15.5,32.9,66.3,49,17.6,47.5,51.3,91.31,44.4,"1,929",2007
24,Chicago Bulls,21,8,13,1013,98,101.6,-3.6,60.8,1.41,16.1,33.7,71.2,51,16.1,44,48.4,93.56,46.3,"1,973",2007
26,Seattle SuperSonics,24,7,17,1162,98.9,105,-6.1,54,1.18,15,29.8,69.6,49.9,17.2,46.6,51.3,99.53,45.8,"2,404",2007
27,Memphis Grizzlies,22,6,16,1066,105.5,108.2,-2.7,56.2,1.31,16.1,26.9,70,49.2,16.4,51.3,55.8,96.29,48.2,"2,139",2007
27,Miami Heat,22,6,16,1056,100.9,106.2,-5.3,55.4,1.31,15.9,27.4,69.7,48.8,16.3,49.6,53.1,92.2,47.3,"2,029",2007
27,New York Knicks,22,6,16,1066,100.7,110,-9.3,49.7,1.11,13.8,34,69.7,51,16.8,46.3,50.5,92.22,41.8,"2,048",2007
30,Minnesota Timberwolves,21,3,18,1008,99.4,108.4,-8.9,51.4,1.15,14.6,32.8,69,50,17.4,47.2,50.6,93.43,41.6,"1,960",2007
1,Boston Celtics,24,22,2,1162,107.9,97.3,10.7,59.1,1.34,16.8,31,71.9,52.5,17.1,51.4,56.6,92.41,59,"2,242",2008
2,Cleveland Cavaliers,24,20,4,1152,112.6,98.9,13.7,55.7,1.64,16.8,32.2,70.5,52.1,14.1,51.9,56.5,91.15,59.8,"2,190",2008
2,Los Angeles Lakers,23,20,3,1104,110.8,100,10.7,58.6,1.63,17.2,32.7,70.1,52,14.7,51.3,55.8,97.41,56.7,"2,243",2008
4,Orlando Magic,24,18,6,1157,106.9,101.3,5.6,51.1,1.25,14.7,26.7,68.2,48.1,15.5,51.4,55.5,93.7,53.4,"2,256",2008
5,Denver Nuggets,23,16,7,1109,107.2,101.7,5.5,63.5,1.49,17.6,30.2,67.9,50.1,16.2,50.7,56.1,96.28,55.3,"2,229",2008
6,Houston Rockets,24,15,9,1157,105,101.5,3.4,55.9,1.4,15.4,30.8,71.2,51.3,15,47.5,53.1,91.66,52.2,"2,212",2008
6,Portland Trail Blazers,25,15,10,1215,110.8,106.9,3.9,57.8,1.6,16.8,35,70.6,52.2,14.8,50.8,54.9,87.76,51.6,"2,218",2008
6,San Antonio Spurs,23,15,8,1124,107.5,103.8,3.7,59.9,1.75,17.9,26,74.2,50.6,13.9,51.9,55.4,88.95,51.8,"2,084",2008
6,Utah Jazz,25,15,10,1200,106.2,102.6,3.7,66.3,1.54,18.8,33.1,69.7,51.8,17.2,50.8,55.4,93.8,55.7,"2,349",2008
10,Atlanta Hawks,23,14,9,1104,107.6,105.9,1.7,58.2,1.48,16.6,30.1,67.8,49.5,15.4,50.7,54.9,90.17,51.2,"2,074",2008
10,Phoenix Suns,24,14,10,1157,109.1,109.1,0,54.6,1.26,16.5,28.4,68.1,49.9,17.5,54.6,58.5,93.24,51.6,"2,248",2008
12,Dallas Mavericks,22,13,9,1071,105.9,103.2,2.8,55.8,1.58,16.4,29.6,70.4,50.4,14.2,49.1,53.5,94.16,52.9,"2,102",2008
12,Detroit Pistons,22,13,9,1056,105.8,106,-0.2,59.3,1.65,17.2,27.7,70.8,48.9,14.2,49.5,54,91.02,49.9,"2,001",2008
12,New Orleans Hornets,20,13,7,960,109.3,104.2,5.1,58.9,1.56,17.1,29.6,71.6,50.7,15.1,51.4,56.2,88.65,53.5,"1,774",2008
15,Miami Heat,23,12,11,1109,106.4,106.1,0.3,54.1,1.61,15.8,30.2,67.3,48.3,13.4,48.7,52.7,91.24,49.8,"2,107",2008
16,Chicago Bulls,23,11,12,1109,103,105,-2,53.5,1.27,15.1,31.3,67.9,49.6,16.1,47.5,52.5,95.98,48.4,"2,218",2008
16,New Jersey Nets,22,11,11,1066,107.6,110.4,-2.7,51.3,1.36,14.6,30,70.4,49.8,14.5,49.4,54.4,92.92,46.5,"2,061",2008
16,New York Knicks,23,11,12,1109,105.2,106.8,-1.6,58.7,1.46,16.7,26.5,70.2,48,15.6,50.4,54.3,99.42,47.1,"2,295",2008
19,Milwaukee Bucks,25,10,15,1215,101.9,104.9,-3.1,57.1,1.27,15.6,34.6,72.3,52.5,17.1,46.7,51.5,93.81,46.3,"2,378",2008
19,Philadelphia 76ers,24,10,14,1157,100.5,101.5,-1,54.3,1.23,15.2,34.2,71.4,52.2,17.1,46,50.4,92.97,48.2,"2,239",2008
19,Toronto Raptors,23,10,13,1114,103.9,107.9,-4,64.8,1.61,18.1,24.5,68.2,47.1,15.2,49.3,54.7,92.62,49.4,"2,149",2008
22,Memphis Grizzlies,24,9,15,1157,103,107,-4,45.9,1.13,13.5,27.8,70.1,48.8,15.7,48.9,53.6,92.1,46.7,"2,219",2008
23,Charlotte Bobcats,24,7,17,1157,101.1,105.3,-4.2,55.1,1.19,15,31.6,66.9,48.9,17.2,47,51.9,88.47,46,"2,128",2008
23,Golden State Warriors,24,7,17,1167,105.7,110.9,-5.2,51.1,1.37,14.6,31.3,64.7,47.7,14.5,47.6,52.7,99.35,46.8,"2,415",2008
23,Indiana Pacers,23,7,16,1119,102.4,105.9,-3.5,58.8,1.37,16.7,29.5,72.6,50.8,16.7,48.7,52.9,96.43,47.7,"2,247",2008
26,Los Angeles Clippers,23,6,17,1119,99.3,104.3,-5.1,55.2,1.36,15.6,29.8,67.8,48.3,15.6,46.5,50.2,93.45,45.5,"2,173",2008
26,Sacramento Kings,24,6,18,1162,102.6,111.8,-9.2,54.9,1.31,15.9,31.5,68.1,49.6,16.6,48.8,53.1,94.24,45,"2,286",2008
28,Minnesota Timberwolves,23,4,19,1119,101.4,108.5,-7.1,60.7,1.53,16.6,32.7,70.6,50.4,15.2,45.5,50.2,92.35,44.6,"2,151",2008
28,Washington Wizards,21,4,17,1013,105.5,111.7,-6.2,56.5,1.56,16.4,30.9,68.1,48.9,14.5,48.6,52.9,92.16,45.8,"1,944",2008
30,Oklahoma City Thunder,25,2,23,1200,97.7,107.9,-10.2,53.5,1.21,14.8,28.4,71.4,49,16.5,45.7,50.4,95.8,42.5,"2,393",2008
1,Boston Celtics,23,19,4,1109,108.8,98.4,10.4,64.3,1.66,19.1,27,68.5,49.1,15.9,53.7,57.6,91.76,59,"2,123",2009
2,Los Angeles Lakers,22,18,4,1066,107.6,98.9,8.7,59.3,1.67,17.5,31.5,68.5,50.3,14.7,50.1,53.9,95.64,55.7,"2,125",2009
3,Dallas Mavericks,24,17,7,1172,107.2,102.1,5.2,61,1.74,17.7,29.9,69.2,50.1,14.1,49.7,54.2,93.19,55.2,"2,276",2009
3,Denver Nuggets,24,17,7,1152,112.1,104.7,7.4,57.1,1.49,16.5,30.2,68.4,49.9,15,51,57.3,96.85,54.6,"2,321",2009
3,Orlando Magic,23,17,6,1104,110,103.8,6.2,55.1,1.38,15.8,28.1,73.2,51.1,15.4,53,56.7,92.98,53.4,"2,138",2009
6,Atlanta Hawks,22,16,6,1061,113.1,105,8.1,54.2,1.82,16.8,33.8,69,51.3,12.9,50.9,55,92,54.4,"2,036",2009
6,Cleveland Cavaliers,23,16,7,1109,107.9,102.8,5.1,57.3,1.43,17,28.1,70.8,50.5,16.1,52.7,56.3,91.74,54,"2,123",2009
6,Phoenix Suns,24,16,8,1152,112.1,109.4,2.6,58.5,1.51,17.7,29.9,66.2,49.2,16.1,55,58.5,96.65,52,"2,322",2009
9,Portland Trail Blazers,25,14,11,1215,107.1,102.9,4.1,58,1.39,16.2,33,70.5,52.2,16,49.4,54.6,88.81,54,"2,251",2009
9,Utah Jazz,23,14,9,1109,108.9,106,2.9,65.6,1.77,19.4,30.9,72,51.6,15.5,51.7,55.8,92.49,53.3,"2,136",2009
11,Houston Rockets,22,13,9,1061,106.5,104.1,2.3,56.8,1.44,16.4,32.4,69.6,50.1,15.8,49.4,53.4,94.76,49.5,"2,093",2009
12,Oklahoma City Thunder,21,12,9,1013,104.4,101.2,3.2,52.1,1.2,14.9,31.2,69.9,50.8,16.6,48.4,53.8,93.32,52.5,"1,968",2009
13,Detroit Pistons,23,11,12,1109,105.2,106.5,-1.3,48.7,1.18,13.9,37,70.3,53.2,16.1,47.6,52.2,88.6,47.7,"2,050",2009
13,Miami Heat,21,11,10,1008,106.3,106.8,-0.4,51,1.38,14.9,29.4,68.7,49.5,14.4,49.4,54.1,91.5,50.9,"1,922",2009
13,Milwaukee Bucks,22,11,11,1076,103.3,101.9,1.4,57.4,1.54,16.6,28.5,73.6,49.6,14.9,48.9,52,94.44,48.2,"2,112",2009
13,San Antonio Spurs,20,11,9,965,108.7,104.5,4.1,58.8,1.49,17.2,30.7,71.5,52.1,15.9,52.2,56.2,92.39,53.7,"1,861",2009
17,New Orleans Hornets,22,10,12,1066,105,109,-4,59.7,1.62,17.1,29.7,68,48.5,14.6,49.3,53.1,93.32,47.6,"2,072",2009
17,Sacramento Kings,22,10,12,1061,108.8,108.9,-0.1,52.1,1.31,15.7,33,69.8,51.4,16.4,51.9,55.5,96.2,49.5,"2,125",2009
17,Toronto Raptors,25,10,15,1205,110.6,115.5,-4.9,54.6,1.51,15.9,31.3,67.6,49.5,14.4,50.7,55.7,93.75,46.5,"2,353",2009
20,Charlotte Bobcats,22,9,13,1071,98.7,99.3,-0.6,54.3,1.08,14.5,31.7,70.8,51,18.2,46.4,51,90.6,48.8,"2,014",2009
20,Los Angeles Clippers,21,9,12,1008,101.2,103.9,-2.6,60.9,1.38,17,29.9,67.8,49.3,16.9,48.4,52.7,93.31,50.3,"1,958",2009
20,Memphis Grizzlies,22,9,13,1066,106,110.5,-4.4,49.3,1.18,14.7,35.8,68.9,52.1,17,49.3,53.5,94.15,47.2,"2,090",2009
23,Chicago Bulls,22,8,14,1061,97.1,106.5,-9.3,56.1,1.32,15.3,32.5,67.5,49.6,16.1,44.6,48.8,92.58,44.7,"2,047",2009
23,Indiana Pacers,21,8,13,1008,99.8,103.5,-3.7,54.4,1.18,14.7,27.7,68.6,48,16.6,47,52.1,98.31,47,"2,064",2009
23,New York Knicks,23,8,15,1124,105.4,108.9,-3.4,56.6,1.49,16.4,26.8,70.3,47.7,14.9,50.8,54.6,96.56,47.2,"2,265",2009
26,Golden State Warriors,23,7,16,1109,104.6,108.3,-3.7,52.6,1.29,15.8,26.1,67.5,46.3,16.2,50.9,55.2,102.23,46.3,"2,358",2009
26,Washington Wizards,21,7,14,1013,103.6,107.4,-3.7,51.7,1.27,14.8,32,68.7,50.3,15.7,47.9,52.4,93.82,47.8,"1,980",2009
28,Philadelphia 76ers,23,5,18,1109,104.2,109.8,-5.7,53.4,1.35,15.4,32,66.7,48.8,15.5,48.5,52.8,91.87,46.9,"2,123",2009
29,Minnesota Timberwolves,24,3,21,1152,96.1,108.1,-12,50.5,1.14,14.5,30.7,70,49.7,17,46.2,49.6,96.23,41.3,"2,312",2009
30,New Jersey Nets,23,2,21,1104,93.8,104.7,-10.9,48.1,0.99,12.9,28.9,68.7,47.8,17,43.2,48.4,94.37,40.9,"2,170",2009
1,San Antonio Spurs,23,20,3,1114,111.6,101,10.7,61.6,1.71,17.9,28.9,70.5,50.1,14.5,52.3,57,94.6,56.8,"2,193",2010
2,Boston Celtics,23,19,4,1119,108.3,98,10.3,66.5,1.76,20.1,25.5,72.8,50.8,15.8,54.3,57.9,91.71,59.2,"2,140",2010
2,Dallas Mavericks,23,19,4,1104,107.4,100.7,6.7,64,1.67,18.7,26.6,71.1,50.2,15.4,52.1,56.5,91.98,55.9,"2,115",2010
4,Los Angeles Lakers,24,17,7,1152,111.9,104,8,58.7,1.67,17.3,33.5,67.2,50.7,14.5,50.8,55.4,94.96,55.1,"2,282",2010
4,Miami Heat,25,17,8,1205,109.7,99.5,10.2,56.6,1.55,16.6,27.4,71.1,50.6,14.5,51.8,56.7,91.5,57.6,"2,301",2010
4,Oklahoma City Thunder,25,17,8,1225,107.5,105.7,1.8,52.9,1.35,14.9,29.7,68.7,49.6,14.8,48,55.1,94.2,51.8,"2,399",2010
4,Utah Jazz,25,17,8,1215,109,105.2,3.8,63.7,1.8,18.5,30.5,66.6,48.9,14.4,50.1,55.1,91.52,54,"2,318",2010
8,Atlanta Hawks,25,16,9,1205,108,104.6,3.4,63.7,1.77,18.7,27.8,69.6,49.1,14.7,51,55.3,91.28,52.5,"2,287",2010
8,New York Knicks,25,16,9,1210,110.2,107.9,2.2,55.3,1.42,16.2,27,67.9,47.8,15.3,52.4,57.4,97.8,51.8,"2,463",2010
8,Orlando Magic,24,16,8,1152,106.8,101.6,5.2,51.4,1.22,15,30,72.6,52,16.4,52.4,55.7,90.67,53.3,"2,180",2010
11,Chicago Bulls,22,14,8,1076,104,101.5,2.5,57.8,1.38,16.5,33.3,69.9,51.7,16.5,49.5,53.2,94.33,52.1,"2,117",2010
11,Denver Nuggets,23,14,9,1104,110.3,108.2,2.1,57.3,1.43,16.2,28.7,69.6,49.7,15.2,50.9,56.6,96.8,50.6,"2,224",2010
11,New Orleans Hornets,23,14,9,1104,102.5,100.1,2.3,59.1,1.5,16.9,24.6,73.2,49.3,15.1,49.3,53.6,91.52,51.3,"2,101",2010
14,Portland Trail Blazers,24,12,12,1157,104.9,105.1,-0.2,58.6,1.5,16.3,34.3,69.3,50.6,15.2,46.9,51.8,89.98,49.9,"2,169",2010
15,Indiana Pacers,22,11,11,1061,104.3,102,2.3,59.7,1.4,16.9,27.5,70.5,49.8,16.4,50.4,54.5,95.1,51.8,"2,102",2010
15,Phoenix Suns,23,11,12,1129,110.7,112.1,-1.4,56.5,1.51,16.9,29.2,65.8,47.6,15.1,53,57.1,95.51,48.9,"2,246",2010
17,Memphis Grizzlies,24,10,14,1172,105.2,107.1,-2,50.6,1.31,15.3,31.4,66.3,48.7,15.9,49.7,53.5,93.67,48.4,"2,287",2010
18,Houston Rockets,23,9,14,1114,108.3,108,0.3,61.6,1.53,17.3,30.1,69.1,49.8,15.6,50.3,55.5,96.09,50.9,"2,227",2010
18,Milwaukee Bucks,22,9,13,1061,99,100.5,-1.6,53.9,1.27,14.1,31.1,74.9,51.5,15.1,44.1,49.3,91.97,48.2,"2,033",2010
18,Toronto Raptors,24,9,15,1152,107.5,110.1,-2.6,53.2,1.36,15.7,33,71.6,51.7,15.8,49.8,54.4,95.77,47.4,"2,297",2010
21,Charlotte Bobcats,23,8,15,1109,101.3,105.2,-4,61.6,1.25,16.9,30.8,72.3,51.8,18.5,49.2,53.8,91.87,48.8,"2,125",2010
21,Golden State Warriors,23,8,15,1104,104.3,110.9,-6.6,56.7,1.4,16.5,32.5,65.7,48.2,16.4,49.6,52.6,96.48,44,"2,219",2010
21,Philadelphia 76ers,23,8,15,1114,103.9,104,-0.2,60.5,1.63,17.5,27.3,72.5,50.2,14.7,49.5,53.6,93.29,50.3,"2,170",2010
24,Cleveland Cavaliers,24,7,17,1152,100,110.4,-10.4,58.6,1.52,16,27.2,72.9,48.9,14.3,46.5,50.9,93.17,43.2,"2,236",2010
24,Detroit Pistons,25,7,18,1220,103.7,110.3,-6.6,53.8,1.39,15.4,30.6,68,48.5,15.1,48,52.1,89.72,44,"2,275",2010
26,Minnesota Timberwolves,24,6,18,1157,102.6,110.2,-7.6,49.8,1.07,13.9,35.3,71.1,52.4,17.7,47.6,52,98.7,42.9,"2,381",2010
26,New Jersey Nets,24,6,18,1177,101.2,107.7,-6.5,54.5,1.31,15.1,28.5,70.9,49.8,15.4,47.2,52.3,90.13,44.7,"2,213",2010
26,Washington Wizards,22,6,16,1071,102.7,111.3,-8.6,55.6,1.23,15.7,32.4,64.2,47.9,17.4,48.2,52.6,94.12,44.2,"2,098",2010
29,Los Angeles Clippers,25,5,20,1215,102.2,108.6,-6.4,59.2,1.25,16.2,33.3,71.1,51.7,17.9,48.4,52.4,92.5,45.7,"2,343",2010
29,Sacramento Kings,21,5,16,1008,101.7,109.3,-7.6,52.5,1.27,14.7,33.8,69.1,50.2,16,46.5,50.3,92.67,44.1,"1,949",2010
1,Chicago Bulls,24,18,6,1152,106.2,97.2,8.9,59.7,1.57,17.3,35.7,69.6,53,15.6,49.1,52.7,90.52,56,"2,176",2011
2,Oklahoma City Thunder,21,17,4,1008,105.9,100.2,5.7,51,1.09,14.7,28.7,69.8,50.9,17.8,51.2,56.5,94.48,54.1,"1,985",2011
3,Atlanta Hawks,22,16,6,1081,105,97.3,7.7,60.5,1.59,17.4,28.8,70.5,50.1,15.1,49.9,53.6,90.89,54.8,"2,045",2011
3,Miami Heat,22,16,6,1081,107.4,99.4,7.9,55.9,1.32,16.5,28.2,69.7,50.2,16.8,52.1,56.8,94.62,56,"2,125",2011
3,Philadelphia 76ers,22,16,6,1066,105.7,93.3,12.4,58.2,1.98,17.8,26.3,71.1,49.6,12.3,50.3,53.3,91.29,58.7,"2,029",2011
6,Indiana Pacers,21,15,6,1013,101.8,98.1,3.7,52.3,1.16,14.3,32.4,68.4,50.7,16.7,46.2,51.5,92.45,53.3,"1,949",2011
7,Dallas Mavericks,23,14,9,1109,101.1,97.3,3.8,59.4,1.5,16.6,27.7,72.4,50,15.1,48.1,52,92.88,52.7,"2,146",2011
7,Denver Nuggets,21,14,7,1028,106.9,100.7,6.1,62.3,1.47,17.9,28,71.4,50.6,16.6,52.3,56.7,96.63,55.9,"2,071",2011
7,San Antonio Spurs,23,14,9,1119,105.2,101.4,3.8,60.1,1.64,17.8,28.5,72.6,50.4,15,50.8,53.7,91.8,52.1,"2,140",2011
